Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
Michael Womeldorf,M,Wraps,57.0,96.43,125.0,155.0,117.5
Max Bristow,M,Single-ply,72.5,67.15,100.0,160.0,67.5
Howard Winegarden,M,Single-ply,51.0,110.7,212.5,205.0,205.0
James Lorian,M,Raw,25.5,109.7,230.0,277.5,150.0
Jennifer Morrow,F,Raw,28.0,61.3,52.5,82.5,42.5
Cody Schoppe,M,Wraps,28.0,107.68,142.5,170.0,112.5
Marie Metcalf,F,Raw,69.0,87.5,95.0,117.5,52.5
Kieu Nguyen,F,Raw,22.0,51.2,82.5,140.0,45.0
Chase Collins,M,Single-ply,24.0,105.51,-237.5,200.0,242.5
Anthony Kilgore,M,Single-ply,17.0,90.0,151.95,192.78,102.06
Dulce Pinell,F,Raw,34.0,58.95,92.5,102.5,45.0
Benjamin Banks,M,Single-ply,23.5,109.64,300.0,322.5,240.0
Tamio Yasui,M,Single-ply,72.5,76.04,145.0,150.0,117.5
Carlos Ochoa,M,Raw,22.5,160.3,210.0,230.0,130.0
Abia-Imo Roberts,M,Raw,34.0,95.07,137.5,225.0,127.5
Kellen Tolle,M,Raw,11.0,47.9,77.5,107.5,40.0
Travis Hall,M,Raw,22.5,80.4,185.0,215.0,115.0
Aleksandr Dushkin,M,Raw,19.0,67.0,157.5,165.0,107.5
Shontelle Hellyer,F,Raw,29.5,82.48,155.0,162.5,80.0
Sean Brownstein,M,Raw,26.0,108.9,292.5,232.5,205.0
Stephanie Wood,F,Wraps,33.0,72.21,92.99,102.06,56.7
Jordan Larson,M,Raw,21.5,82.2,177.5,205.0,95.0
Manuel Montion,M,Raw,30.0,100.0,210.0,215.0,107.5
Roy Taylor,M,Single-ply,66.0,87.3,142.5,205.0,77.5
Abraham Ramirez,M,Raw,19.5,73.4,207.5,235.0,145.0
Betsy Spann,F,Single-ply,57.0,71.49,125.0,145.0,75.5
Anthony Krznar,M,Raw,21.5,128.55,295.0,302.5,170.0
Zachary Chokr,M,Raw,21.0,82.1,210.0,250.0,165.0
Dex Nepomuceno,M,Raw,26.0,82.5,212.5,242.5,150.0
Cedrick Paulli,M,Raw,17.5,95.2,170.0,195.0,135.0
Justin Hunter,M,Wraps,26.0,89.18,-212.5,272.5,160.0
Jan Wegiera,M,Single-ply,48.5,91.48,360.0,292.5,290.0
Anne Geser,F,Raw,64.0,59.0,50.0,90.0,30.0
Tyler Sahm,M,Single-ply,17.5,82.2,210.0,240.0,120.0
Michael Villanueva,M,Raw,31.0,96.3,215.0,220.0,115.0
Robert Johnson,M,Raw,28.0,163.9,217.5,200.0,110.0
Eddie Avakoff,M,Raw,26.0,67.49,115.0,177.5,95.0
Philip Sawicki,M,Raw,20.5,81.2,192.5,217.5,130.0
Mike Misorski,M,Single-ply,17.5,110.0,227.5,207.5,102.5
Anastasiia Nakonechna,F,Single-ply,21.5,51.92,145.0,140.0,75.0
Celeste Vallejo,F,Raw,22.0,53.21,70.0,105.0,52.5
Elizabeth Turner,F,Raw,20.5,70.14,137.5,152.5,80.0
Kasey Pagani,F,Raw,23.0,67.1,107.5,137.5,62.5
Joshua Jaggers,M,Single-ply,23.0,97.34,272.5,287.5,245.0
Fred Fischer,M,Multi-ply,62.0,115.89,260.82,192.78,170.1
Alexander Kish,M,Raw,21.5,111.6,195.0,240.0,155.0
David Tran-Cong,M,Multi-ply,30.0,93.2,310.0,260.0,215.0
Frank Oben,M,Raw,24.0,80.5,215.0,282.5,145.0
Alan Aerts,M,Single-ply,51.0,123.65,140.0,235.0,210.5
Carlos Vazquez,M,Wraps,31.0,73.5,100.0,132.5,75.0
Jahi Jones,M,Raw,35.0,127.7,210.0,242.5,102.5
Ann Vanderbush,F,Raw,30.0,87.5,187.5,227.5,115.0
Jin Kim,M,Raw,20.5,81.6,202.5,250.0,137.5
Rachael Johnson,F,Raw,22.0,62.4,95.0,145.0,55.0
Shiv Dadlani,M,Raw,29.5,82.3,210.0,217.5,132.5
Peter Li,M,Raw,23.5,71.4,215.0,240.0,140.0
Victor Cabali,M,Raw,23.0,74.0,195.0,242.5,137.5
Mirko Keković,M,Wraps,20.5,89.4,235.0,247.5,170.0
Samantha Kroll,F,Single-ply,17.5,60.15,162.5,150.0,102.5
Derek Murphy,M,Single-ply,17.5,59.1,162.5,172.5,107.5
Glenn Baggett,M,Wraps,44.0,121.5,312.5,295.0,200.0
Igor Shapovalov,M,Wraps,18.0,87.3,210.0,220.0,130.0
Marcus Naillon,M,Raw,17.5,72.25,145.0,190.0,95.0
Austin Burgess,M,Single-ply,17.0,90.0,142.88,156.49,74.84
Nelson Sitsile,M,Raw,22.5,89.35,232.5,290.0,132.5
Victoria Nester,F,Raw,31.0,86.9,127.5,160.0,82.5
Lindsey Weber,F,Wraps,41.0,58.35,100.0,155.0,77.5
Melanie Bergeron,F,Raw,37.0,59.5,82.5,137.5,72.5
Jennifer Higgins,F,Raw,42.0,58.69,120.0,145.0,60.0
Heath Little,M,Raw,42.0,102.25,220.0,250.0,157.5
Coline Sirman,F,Raw,26.5,46.62,82.5,115.0,60.0
Nicole Drane,F,Single-ply,23.0,57.05,92.5,117.5,60.0
Bryan Espinoza,M,Raw,22.0,107.0,220.0,260.0,132.5
Desean Prosser,M,Raw,42.5,78.6,113.4,165.6,113.4
Amanda Kohatsu,F,Raw,31.0,67.4,170.0,192.5,92.5
Jake Grifford,M,Raw,21.0,110.55,302.5,325.0,157.5
Mia Bennett,F,Raw,20.5,79.2,120.0,125.0,60.0
Carys Cook,F,Raw,18.0,73.8,87.5,100.0,47.5
Marvin House,M,Wraps,25.0,108.8,240.0,250.0,145.0
Gerald W. Jake Burke,M,Raw,68.0,108.3,167.5,160.0,142.5
Thadeus Stevenson,M,Single-ply,20.5,97.7,210.0,230.0,147.5
Sam Mcinnes,M,Raw,19.5,77.8,145.0,200.0,115.0
Mykola Mekh,M,Raw,66.5,109.27,175.0,220.0,140.0
Ayla Thurstan,F,Raw,18.5,71.23,142.5,157.5,95.0
Kirill Krut,M,Single-ply,25.5,58.26,245.0,247.5,162.5
KP Musgrove,M,Wraps,41.0,134.0,230.0,230.0,197.5
Louis Camassa,M,Wraps,30.0,89.18,210.0,247.5,137.5
John Sailer,M,Wraps,45.0,94.26,157.5,165.0,137.5
Swindell Autry,M,Single-ply,35.5,81.8,290.0,280.0,147.5
Markus Suomela,M,Raw,21.5,103.15,232.5,312.5,177.5
Marcus Galvan,M,Raw,33.0,98.0,162.5,187.5,105.0
Gordon Santee,M,Raw,67.0,63.68,65.0,155.5,80.5
Glenn Wright,M,Raw,54.5,66.0,163.0,195.0,92.5
Matt Holbert,M,Raw,37.0,108.77,227.5,257.5,167.5
Joe Theisen,M,Raw,51.5,122.79,204.1,229.1,154.2
Charles Grimsley,M,Raw,25.0,132.9,292.5,315.0,182.5
Yauheni Kautsevich,M,Raw,27.5,82.25,240.0,272.5,160.0
Brooke Kelley,F,Raw,19.5,47.33,80.0,87.5,40.0
Kamuela Wassman,M,Raw,25.0,122.29,227.5,267.5,167.5
Shealinna Ge,F,Raw,26.0,63.7,137.5,132.5,60.0
Nicole Choi,F,Raw,29.0,73.75,-110.0,145.0,65.0
Carla Fink,F,Wraps,28.0,55.4,130.0,147.5,67.5
Einasleigh Doughty,F,Raw,23.5,80.76,120.0,140.0,70.0
Jovani Maguregui,M,Wraps,26.0,74.9,175.0,217.5,125.0
Ryan Seitz,M,Raw,36.0,90.0,172.5,207.5,130.0
Vicente Apodaca,M,Wraps,26.0,108.7,162.5,227.5,140.0
Josephine Darpolor,F,Raw,23.5,118.5,197.5,210.0,110.0
Daniel Inderwisch,M,Wraps,38.0,78.0,175.0,200.0,150.0
Julian Gutierrez,M,Wraps,27.0,95.16,182.5,220.0,125.0
Trent Nguyen,M,Wraps,38.0,74.9,185.0,225.0,135.0
Renay Ferguson,F,Raw,34.5,92.4,100.0,135.0,62.5
Sarah Yovetich,F,Raw,23.0,74.1,127.5,165.0,77.5
Jeremy Helmick,M,Wraps,23.0,80.7,160.0,190.0,127.5
Brandon Stout,M,Wraps,19.0,122.7,250.0,250.0,150.0
Steve Heinmiller,M,Raw,26.0,94.0,225.0,232.5,167.5
Guy Le Page,M,Raw,49.5,111.35,175.0,210.0,157.5
William Richards,M,Raw,23.0,136.5,27.5,340.0,220.0
Kenrick McClain,M,Raw,38.5,80.6,197.5,260.0,147.5
Katherine Cruceta,F,Raw,31.0,76.5,120.0,150.0,75.0
Alexander Karpenko,M,Raw,31.5,92.25,252.5,300.0,205.0
Walter Gómez,M,Raw,26.5,58.84,180.0,215.0,127.5
Brent Bevan,M,Wraps,27.0,88.8,250.0,245.0,160.0
Evangeline Mouratidis,F,Raw,21.5,71.35,140.0,160.0,70.0
Brian Weddick,M,Raw,27.0,71.3,150.0,182.5,80.0
April Ghiroli,F,Raw,27.5,79.0,132.5,175.0,77.5
John Hare,M,Multi-ply,55.0,87.2,307.5,260.0,210.0
Sune Bak,M,Single-ply,41.5,104.42,332.5,315.0,250.0
Gene Lawrence,M,Raw,75.0,107.8,97.5,142.5,95.0
Irakli Mdivnishvili,M,Raw,31.5,72.2,200.0,247.5,162.5
Austyn Ryan,M,Raw,22.5,104.18,270.0,275.0,182.5
Suzanne Motsinger,F,Raw,44.0,65.4,82.5,112.5,55.0
John Borek,M,Raw,51.0,107.95,205.0,205.0,172.5
Dustin Farrow,M,Single-ply,35.5,82.4,265.0,280.0,170.0
Ladislav Pribilik,M,Single-ply,21.5,73.68,240.0,255.0,152.5
Brian Davis,M,Wraps,34.0,74.1,130.0,195.0,125.5
Jac Quarisa,F,Wraps,29.0,59.7,155.0,170.0,70.0
Mark Allen,M,Raw,28.5,98.1,200.0,212.5,137.5
Justin Largo,M,Raw,17.0,107.65,182.5,210.0,92.5
Sergii Bilyi,M,Single-ply,22.5,90.16,352.5,325.0,275.0
Trenton Dammann,M,Raw,31.5,107.6,182.5,207.5,135.0
Liam Miller,M,Wraps,19.0,97.7,217.5,217.5,122.5
Cynthia Mercado,F,Raw,22.0,50.8,82.5,127.5,45.0
Jeff Wong,M,Raw,34.0,76.6,130.0,122.5,80.0
Omed Baher,M,Raw,26.0,88.6,187.5,227.5,122.5
Texana Holmes,F,Raw,24.0,67.22,105.0,140.0,55.0
Alex Maske,M,Wraps,27.0,109.1,272.5,272.5,155.0
Karl Davenport,M,Raw,46.0,105.87,195.0,215.0,122.5
Evie Johnston,F,Raw,20.5,80.45,100.0,110.0,50.0
Jessica Slivinski,F,Raw,24.0,59.15,82.5,112.5,47.5
David Paulzine,M,Wraps,38.0,123.4,200.0,235.0,170.0
Cormac Walsh,M,Wraps,22.0,103.4,242.5,255.0,147.5
Alivia Nuzzo,F,Raw,29.5,62.1,75.0,150.0,52.5
Lisa Voss,F,Single-ply,50.0,96.8,75.0,140.0,62.5
Anastasiia Minaeva,F,Raw,16.5,86.23,130.0,135.0,70.0
Alyssa Daniels,F,Wraps,27.0,58.51,117.93,136.08,63.5
Alison Booker,F,Wraps,28.0,59.6,125.0,130.0,80.0
Diego Corr,M,Wraps,35.5,82.21,226.8,258.55,161.03
Regina White,F,Single-ply,41.5,92.54,190.0,182.5,105.0
Andrew Rogers,M,Raw,27.5,115.8,160.0,207.5,77.5
Elizabeth DeMunck,F,Single-ply,17.5,54.57,142.9,133.8,45.4
Robbie Hyde,M,Raw,26.5,91.9,235.0,252.5,140.0
Marina Alexia Alaniz,F,Single-ply,14.0,51.98,70.0,92.5,42.5
Alexander Offord,M,Raw,32.0,75.07,155.0,155.0,82.5
Alex Mills,M,Raw,41.0,129.77,182.5,227.5,115.0
Lawrence Allenger,M,Single-ply,34.0,104.55,200.0,250.0,175.0
Natalia Salnikova,F,Single-ply,28.5,51.5,206.0,175.0,132.5
Ismael Hernandez,M,Wraps,36.0,107.0,290.0,290.0,197.5
Ken Fasulo,M,Single-ply,38.0,78.47,192.44,204.91,154.9
Ashley Hohensee,F,Raw,26.5,94.2,142.5,172.5,70.0
Joan Mann,F,Raw,72.0,74.0,52.5,100.0,35.0
Andrzej Wozniak,M,Raw,16.5,106.59,220.0,220.0,115.0
Richard Squires,M,Raw,18.5,124.9,152.5,150.0,90.0
Neyland Fendley,M,Wraps,14.0,134.17,182.5,207.5,97.5
Weixun Ren,M,Raw,16.5,72.8,157.5,170.0,95.0
Stanley Cabanas,M,Raw,23.0,73.9,172.5,248.0,102.5
Calvin Titus,M,Raw,50.5,96.84,220.0,242.5,177.5
Molly Woodson,F,Raw,26.5,74.2,107.5,152.5,62.5
Erin Sendejaz,F,Raw,29.0,55.1,97.5,135.0,47.5
Bryson Chaisson,M,Single-ply,20.5,101.7,237.5,235.0,155.0
Russell Cruz,M,Raw,28.0,82.5,182.5,215.0,115.0
Isaac Miller,M,Raw,20.0,74.84,217.5,207.5,152.5
Barb Welp,F,Wraps,46.0,79.83,97.5,127.5,50.0
Marc Sturdivant,M,Raw,40.0,85.64,187.5,205.0,120.0
Amy Milbourn,F,Raw,29.0,66.12,60.0,92.5,40.0
Kathlen Heylman,F,Raw,20.0,53.3,92.5,115.0,42.5
Bill Clancy,M,Raw,26.5,91.25,200.0,215.0,120.0
Jason Bartlett,M,Raw,32.5,113.7,215.0,230.0,167.5
Lars John,M,Raw,36.0,87.82,187.5,235.0,110.0
Greg Blank,M,Raw,26.5,94.46,197.5,227.5,125.0
Amber Pauley,F,Raw,38.0,101.7,145.0,132.5,77.5
Natalie Johnson,F,Raw,27.0,55.88,75.0,110.0,52.5
Cody Morrison,M,Raw,17.0,89.0,160.0,182.5,75.0
Jaime Velasquez,M,Raw,31.0,74.0,200.0,259.0,142.5
Gerri Howlet,F,Raw,61.5,66.6,85.0,125.0,47.5
Dean Hall,M,Raw,29.5,144.4,162.5,160.0,142.5
James Bishop,M,Single-ply,69.0,95.6,192.5,195.0,105.0
Rob Barrett,M,Raw,26.5,90.9,207.5,290.0,137.5
Patrick Tinajero,M,Raw,34.0,111.4,187.5,282.5,182.5
Robert Currie,M,Wraps,23.0,95.1,220.0,297.5,150.0
Sarah Bohlen,F,Single-ply,46.5,71.53,147.5,165.0,57.5
Michael Treese,M,Raw,25.5,91.25,217.5,250.0,152.5
Joseph Lee,M,Raw,22.0,65.91,180.0,245.0,117.5
Paysen Larsen,M,Raw,12.5,55.0,65.0,85.0,45.0
Thomas Lilley,M,Wraps,26.0,99.4,285.0,310.0,180.0
Ray Jimenez,M,Raw,45.0,86.09,182.5,185.0,137.5
Rachel Kiefer,F,Raw,32.5,65.3,120.0,145.0,70.0
John Myslinski,M,Raw,23.5,91.4,202.5,250.0,140.0
Bill Matthews,M,Raw,46.5,73.3,207.5,215.0,132.5
Cleveland Rose,M,Raw,37.0,97.2,207.5,272.5,127.5
Chrystn Pitt,F,Raw,37.5,74.0,127.5,157.5,70.0
Yuuki Nakayama,M,Single-ply,17.5,65.54,210.0,185.0,130.0
Ahmad Rozan,M,Raw,28.5,57.41,150.0,187.5,85.0
Carly Salazar,F,Raw,20.5,67.6,100.0,100.0,42.5
Princess Lynch,F,Raw,41.0,72.0,132.5,150.0,82.5
Jeremy Wethington,M,Wraps,37.0,132.72,251.74,244.94,183.7
Terri Specht,F,Raw,49.0,62.2,87.5,113.0,55.5
Lena Miller,F,Raw,28.0,78.6,82.5,95.0,42.5
Damon Brown,M,Raw,22.5,130.1,200.0,220.0,120.0
Jessica Liubicich,F,Wraps,29.0,96.1,197.5,187.5,100.0
Leah Russell,F,Single-ply,36.0,65.41,136.08,149.69,81.65
Trenton Wade,M,Single-ply,23.0,88.72,304.93,264.9,219.99
Ben Schaeffer,M,Multi-ply,22.5,67.15,151.95,154.22,81.65
Joseph A Sullivan,M,Raw,15.5,93.74,142.5,145.0,105.0
Maggie Morgan,F,Raw,22.5,62.34,120.0,150.0,70.0
Allie Feras,F,Raw,28.5,62.67,140.0,162.5,80.0
Alan Hsieh,M,Raw,23.5,73.2,167.5,192.5,85.0
Honun Thao,M,Raw,16.0,66.75,90.0,117.5,52.5
Faisal Alzaabi,M,Raw,34.5,84.95,160.0,180.0,180.0
Brittany Flores,F,Raw,21.0,59.87,130.0,165.0,82.5
Jeff Crosby,M,Wraps,29.0,124.8,295.0,272.5,175.0
Jessica Reynolds,F,Raw,16.5,62.8,102.5,110.0,57.5
Sam Thorne,M,Raw,20.5,90.9,185.0,207.5,117.5
Corey Berlant,M,Raw,21.0,84.9,172.5,210.0,127.5
Doreen Matecki,F,Raw,50.0,82.1,75.0,102.5,62.5
Robert Croft,M,Raw,29.5,100.15,195.0,225.0,115.0
Isaac Alleman,M,Wraps,24.5,86.64,192.78,240.4,149.69
Gabriella Templer,F,Raw,22.5,61.5,95.0,150.0,52.5
Anna Hourihane,F,Raw,22.5,50.3,110.0,140.0,70.0
David Coimbra,M,Single-ply,30.5,91.94,360.0,350.0,242.5
Michelle Machado,F,Raw,26.0,67.1,97.5,130.0,52.5
William Lockhart,M,Wraps,24.0,99.5,290.0,255.0,182.5
Konstantin Pozdeev,M,Single-ply,24.5,101.6,415.0,350.0,255.0
Bymbaa Tsegmed,M,Multi-ply,74.0,74.2,216.0,197.5,105.0
Valerie Baker,F,Single-ply,18.0,70.76,100.0,122.5,72.5
Carlos Garsia,M,Single-ply,27.5,58.86,240.0,227.5,155.0
Charissa Vallesteros,F,Raw,20.0,55.6,92.5,125.0,45.0
Michael Mahaffey,M,Wraps,43.0,81.65,272.5,62.5,147.5
Scott Iardella,M,Wraps,46.0,74.53,162.5,182.5,97.5
Lacardo Wall,M,Raw,29.0,77.11,140.0,182.5,127.5
Christopher Solyom,M,Raw,33.0,107.77,155.0,250.0,142.5
Dylan Zastrow,M,Raw,,81.5,192.5,237.5,142.5
Cody Noel,M,Raw,28.0,78.25,160.0,187.5,115.0
Wade Martin,M,Raw,16.0,79.3,172.5,207.5,120.0
Nicholas Smith,M,Raw,27.5,92.3,195.0,217.5,125.0
Michelle Mullennix,F,Raw,22.0,72.7,145.0,165.0,87.5
Andrew Zook,M,Wraps,34.0,89.72,237.5,240.0,170.0
Winnie Abramson,F,Raw,47.5,50.5,105.0,125.0,57.5
Rex Voils,M,Wraps,26.0,74.75,233.6,240.4,149.69
Collin Curtiss,M,Raw,24.0,120.7,280.0,300.0,205.0
Ryan Dinozo,M,Raw,24.0,74.0,145.0,162.5,107.5
Larissa Arnold,F,Raw,29.0,64.86,82.5,117.5,47.5
April Lucker,F,Raw,38.5,71.35,93.0,111.1,43.1
Miranda Blythe,F,Raw,37.5,70.85,110.0,117.5,55.0
Daniel Wade,M,Raw,23.0,89.5,235.0,295.0,167.5
Cesar Hernandez,M,Raw,29.5,82.7,217.5,237.5,132.5
Anastasiya Kiseleva,F,Wraps,23.0,55.5,110.0,100.0,60.0
Blake Smith,M,Raw,51.0,80.25,185.0,195.0,115.0
Jake Richards,M,Raw,16.5,92.2,152.5,155.0,112.5
Adam Clinton,M,Raw,32.0,89.9,215.0,272.5,155.0
Christina Polatajko,F,Raw,28.5,70.0,100.0,165.0,55.0
Elia Goffi,F,Raw,19.5,71.3,110.0,135.0,62.5
Sheryl Condon,F,Raw,40.0,70.9,132.5,162.5,75.0
Dayna McNeal,F,Raw,32.5,80.3,170.0,215.0,95.0
Roshelyn Layne,M,Single-ply,26.5,98.0,59.0,45.4,45.4
Tyler Teal,M,Raw,20.0,73.44,145.0,195.0,90.0
Natalie Leonard,F,Raw,24.0,73.84,110.0,137.5,70.0
Diane Richard,F,Single-ply,36.5,54.84,127.5,130.0,75.0
Tetsuya Kawakita,M,Raw,21.0,68.55,190.0,217.5,115.0
Mia Schepis,F,Raw,21.5,71.7,132.5,160.0,70.0
William DeJong,M,Raw,22.5,99.28,217.5,287.5,137.5
Joe Abramovitz,M,Wraps,22.0,97.8,260.0,262.5,160.0
Ilya Lisitskiy,M,Single-ply,24.0,103.5,190.0,230.0,140.0
Enrique Molina,M,Wraps,56.0,120.8,235.0,227.5,97.5
Derick Douglas,M,Raw,21.0,127.4,227.5,260.0,132.5
Sherman White,M,Wraps,36.0,95.03,317.51,276.69,247.21
Chyna Howlett,F,Raw,21.5,51.95,100.0,110.0,62.5
Josh Battersby,M,Raw,21.0,102.0,230.0,250.0,140.0
Peter Theuser,M,Single-ply,30.5,81.6,295.0,280.0,177.5
Darrell Cooley,M,Wraps,34.0,136.2,235.0,232.5,150.0
Bridget McDermott,F,Wraps,32.0,79.6,155.0,155.0,82.5
Anthony Zeccola,M,Raw,21.5,71.9,145.0,192.5,92.5
Albert Pham,M,Wraps,26.0,109.77,200.0,232.5,110.0
Mitchell Kajan,M,Raw,19.5,88.0,205.0,200.0,140.0
Sean Maly,M,Single-ply,28.0,110.0,265.0,257.5,200.0
Benjamin Bownas,M,Single-ply,20.0,83.45,217.5,257.5,130.0
Aaron Gustum,M,Raw,23.5,103.3,217.5,260.0,152.5
Michelle Ventaloro,F,Raw,26.0,65.0,150.0,160.0,82.5
Jessica Giannina,F,Raw,25.0,71.1,117.5,152.5,60.0
Cayte Bona,F,Single-ply,25.0,66.4,140.0,162.5,117.5
Jessica Kratz,F,Single-ply,41.0,59.6,150.0,185.0,110.0
Tim Honey,M,Wraps,26.0,73.94,192.78,226.8,120.2
Chris Saucedo,M,Wraps,30.0,88.54,210.0,287.5,152.5
James Benemerito,M,Single-ply,41.0,79.9,260.0,232.5,165.0
Madeline Martinez,F,Raw,28.5,71.53,122.5,132.5,67.5
Rebecca Myers,F,Raw,23.0,81.88,130.0,137.5,77.5
Majken Hansen,F,Single-ply,19.5,71.0,200.0,172.5,105.0
Greg Papanicolas,M,Wraps,33.5,107.5,161.03,181.44,138.35
Brian Hutton,M,Raw,61.5,103.7,195.0,217.5,110.0
Cardell Oliver,M,Raw,39.0,99.5,275.0,335.0,190.0
Brittany Halili,F,Raw,28.0,55.4,107.5,107.5,65.0
Steve Lillard,M,Wraps,65.0,99.34,150.0,205.0,102.5
Craig Donaghey,M,Raw,37.0,81.86,165.0,190.0,105.0
Matt Olszewski,M,Raw,25.5,88.9,185.0,225.0,162.5
Tyler Pummell,M,Raw,23.0,99.8,192.5,200.0,122.5
Jacqueline Spellman,F,Raw,38.0,57.2,65.0,85.0,40.0
Alyssa Kuveke,F,Raw,20.0,55.97,90.0,130.0,52.5
Bree Crum,F,Wraps,26.0,73.4,80.0,115.0,55.0
Kelsey Morgan,F,Raw,25.5,70.4,100.0,120.0,47.5
Anthony Critelli,M,Raw,50.0,75.0,86.18,138.35,97.52
Grace Ryba,F,Wraps,20.5,73.89,156.49,188.24,90.72
Gus Cooke,M,Wraps,28.0,124.1,330.0,260.0,217.5
Christopher Bell,M,Wraps,32.0,88.1,235.0,245.0,145.0
Bianca de Leon,F,Raw,20.5,65.9,83.9,108.9,52.2
Matthew Vizcarra,M,Single-ply,22.0,86.91,167.5,202.5,130.0
Andrew Sealey,M,Raw,18.5,73.9,162.5,202.5,105.0
Rodney McClanahan,M,Wraps,28.0,81.65,257.5,267.5,147.5
Andrew Kwan,M,Raw,18.0,84.19,125.0,167.5,75.0
Vong Xiong,M,Raw,22.5,91.5,247.5,282.5,142.5
Clint Samuels,M,Raw,28.0,78.47,212.5,232.5,145.0
Karl Davenport,M,Raw,47.0,106.32,197.5,210.0,137.5
James Meador IV,M,Single-ply,25.5,116.2,397.5,305.0,262.5
Chris Lo,M,Wraps,27.0,89.8,237.5,242.5,127.5
David Andrews,M,Raw,60.0,99.9,200.0,215.0,122.5
Kevin Estrada,M,Raw,19.0,86.91,197.5,247.5,130.0
Jason Guzman,M,Raw,38.0,81.37,160.0,187.5,105.0
Samuel Monroy,M,Raw,17.5,86.64,110.0,147.5,85.0
Luke Harasymiw,M,Raw,33.0,93.9,172.5,190.0,110.0
Larissa Vordick,F,Single-ply,16.5,76.0,105.0,125.0,60.0
Sean McGill,M,Raw,26.0,97.79,190.0,227.5,160.0
Travis Huffman,M,Raw,30.0,88.9,172.5,210.0,112.5
Marc Thomas,M,Raw,23.0,88.0,240.0,290.0,175.0
CJ Beatty,M,Raw,25.0,88.2,215.0,237.5,122.5
Lindsey Parlin,F,Raw,31.5,73.0,107.5,150.0,65.0
Tony Montgomery,M,Raw,31.0,109.7,302.5,310.0,217.5
Sara Vero,F,Raw,27.0,50.4,75.0,125.0,62.5
Thi Truong,F,Wraps,23.0,47.9,92.5,130.0,45.0
Lauren Parrinello,F,Wraps,24.0,66.3,140.0,162.5,77.5
Alissa Gietema,F,Raw,36.0,76.4,90.0,102.5,50.0
Michelle Sothen,F,Raw,46.0,73.9,160.0,182.5,107.5
Gary Bridges,M,Wraps,24.0,113.58,229.06,249.48,142.88
Aaron Williamson,M,Raw,29.0,74.8,177.5,227.5,115.0
Alexander Efird,M,Raw,17.5,92.1,237.5,277.5,145.0
Daniel Rivas,M,Raw,24.0,75.5,200.0,227.5,117.5
David Russell,M,Multi-ply,45.0,81.74,215.46,219.99,154.22
Rocky Molina II,M,Raw,31.0,121.2,277.5,275.0,157.5
Colby Alford,M,Wraps,16.0,88.18,249.48,215.46,149.69
Brian Mason,M,Raw,32.5,94.6,215.0,307.5,180.0
Eric Santos,M,Raw,25.0,72.44,145.0,190.0,107.5
Halina Fonseca,F,Wraps,25.0,59.7,110.0,152.5,65.0
Willie Haller,M,Raw,16.5,105.75,160.0,207.5,122.5
Dean Chen,M,Raw,19.5,89.3,217.5,240.0,122.5
Logan Grimm,M,Single-ply,19.5,58.9,248.0,235.0,115.0
Marc Villere,M,Wraps,22.0,169.65,345.0,245.0,195.0
Ramona Penland,F,Raw,43.0,61.7,72.5,102.5,47.5
John Norcott,M,Raw,24.0,103.1,265.0,285.0,175.0
Chris Jividen,M,Wraps,28.0,97.8,250.0,287.5,210.0
Ihab Alrahhas,M,Raw,28.0,138.98,210.0,255.0,125.0
Brian Simmons,M,Raw,30.0,81.7,215.0,227.5,142.5
Jeremy Cunningham,M,Wraps,22.0,87.75,195.0,227.5,142.5
Sami Maury,M,Single-ply,28.5,92.3,260.0,270.0,190.0
Krishelle Greentree,F,Raw,23.5,150.0,95.0,132.5,75.0
Dexter Dionio,M,Raw,27.0,66.9,182.5,212.5,132.5
Kenneth Johnson,M,Single-ply,19.5,56.8,200.0,205.0,92.5
Erik Simms,M,Wraps,37.0,128.8,182.5,182.5,130.0
Matt Berry,M,Wraps,44.0,88.59,272.5,272.5,180.0
Neal Ortiz,M,Raw,43.0,123.35,212.5,257.5,190.0
Carol Brady,F,Single-ply,64.5,62.34,110.0,112.5,67.5
Michael Estrella,M,Raw,31.0,67.5,212.5,250.0,175.0
Amanda Martin,F,Raw,21.5,122.0,152.5,150.0,75.0
Ryan Konneck,M,Raw,26.0,99.3,240.0,272.5,170.0
Kirill Litvinov,M,Raw,15.0,65.4,160.0,220.0,90.0
Arturo Ochoa,M,Raw,23.0,91.81,172.5,227.5,135.0
Sarah Butcher,F,Raw,61.5,55.77,85.0,112.5,45.0
Tracy Hu,F,Raw,21.5,56.1,85.0,127.5,50.0
Donna Adams,F,Raw,44.5,83.6,137.5,160.0,82.5
Erika Szanto,F,Raw,37.5,55.86,120.0,162.5,70.0
Andriy Naniev,M,Single-ply,24.5,82.38,350.0,305.0,220.0
Rebekah Lair,F,Single-ply,34.0,81.4,170.0,152.5,95.0
Yi-Ju Chou,F,Single-ply,33.5,49.78,155.0,192.5,75.0
Travis McKinney,M,Wraps,19.0,88.4,280.0,305.0,165.0
Lafi Khalil,M,Raw,25.5,92.9,260.0,290.0,142.5
Nicole Maalouf,F,Raw,21.5,74.19,132.5,147.5,90.0
Tim Hoffman,M,Wraps,33.0,108.41,280.0,290.0,195.0
Carlos Rubio,M,Single-ply,18.5,109.5,230.0,245.0,160.0
Brian Deng,M,Raw,21.0,74.6,185.0,232.5,132.5
